propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears
room,13029,472.36,Bagmati,Lalitpur,Lalitpur Metropolitan City,11,1,fully-furnished,False,0,single,False,1,False,6
office,110762,1568.64,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,22,0,unfurnished,False,16,,False,1,True,20
room,10714,407.25,Bagmati,Lalitpur,Lalitpur Metropolitan City,16,1,semi-furnished,True,0,1bhk,True,1,False,30
room,28698,174.61,Bagmati,Chitwan,Bharatpur Metropolitan City,4,1,fully-furnished,True,20,shared,False,1,False,26
office,44974,3122.0,Bagmati,Bhaktapur,Bhaktapur Municipality,26,0,unfurnished,False,30,,False,8,False,38
office,53642,4282.53,Koshi,Jhapa,Birtamode Municipality,4,0,unfurnished,False,16,,False,3,False,30
land,23777930,1427.31,Koshi,Morang,Biratnagar Metropolitan City,18,0,,False,16,,False,0,False,0
land,20679959,3239.85,Bagmati,Chitwan,Bharatpur Metropolitan City,25,0,,False,25,,False,0,False,0
office,119625,3967.69,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,8,0,semi-furnished,False,30,,False,5,True,33
office,35179,814.04,Bagmati,Bhaktapur,Bhaktapur Municipality,32,0,semi-furnished,True,16,,False,1,False,35
land,25167321,3586.01,Bagmati,Kathmandu,Kathmandu Metropolitan City,32,0,,False,13,,False,0,False,0
land,39802632,2426.42,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,,False,16,,False,0,False,0
land,22440906,1864.58,Koshi,Morang,Biratnagar Metropolitan City,17,0,,False,0,,False,0,False,0
room,25077,661.72,Bagmati,Chitwan,Bharatpur Metropolitan City,9,1,unfurnished,False,16,2bhk,True,5,False,17
room,16117,158.32,Bagmati,Kathmandu,Kathmandu Metropolitan City,3,1,semi-furnished,False,10,studio,False,5,False,30
land,7212318,1314.81,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,19,0,,False,16,,False,0,False,0
land,3374330,1344.43,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,19,0,,False,16,,False,0,False,0
land,5958917,3509.54,Koshi,Jhapa,Birtamode Municipality,29,0,,False,16,,False,0,False,0
land,27155652,1645.84,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,0,,False,20,,False,0,False,0
home,48658147,3303.07,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,4,semi-furnished,False,25,,False,1,False,3
room,13474,878.99,Koshi,Morang,Biratnagar Metropolitan City,8,1,fully-furnished,True,16,studio,True,1,False,22
room,43185,739.32,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,8,0,fully-furnished,False,16,1bhk,False,2,False,16
room,14727,510.9,Bagmati,Chitwan,Bharatpur Metropolitan City,24,2,semi-furnished,False,0,studio,False,4,False,4
home,20606602,3123.58,Bagmati,Lalitpur,Lalitpur Metropolitan City,12,3,unfurnished,True,13,,False,2,False,0
land,14858516,1381.29,Bagmati,Bhaktapur,Bhaktapur Municipality,24,0,,False,25,,False,0,False,0
office,145008,1222.51,Koshi,Morang,Biratnagar Metropolitan City,15,0,semi-furnished,False,30,,False,1,True,10
room,38495,827.32,Bagmati,Kathmandu,Kathmandu Metropolitan City,18,2,unfurnished,True,0,double,True,3,False,24
home,32846253,3034.89,Koshi,Jhapa,Birtamode Municipality,4,1,unfurnished,True,30,,False,1,False,9
office,131398,4023.0,Koshi,Morang,Biratnagar Metropolitan City,3,0,semi-furnished,True,25,,False,1,False,15
land,25619109,4576.57,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,0,,False,20,,False,0,False,0
land,32401167,1229.97,Koshi,Morang,Biratnagar Metropolitan City,21,0,,False,16,,False,0,False,0
office,95044,1012.87,Bagmati,Lalitpur,Lalitpur Metropolitan City,27,0,semi-furnished,False,20,,False,7,True,24
home,30213917,1822.57,Bagmati,Kathmandu,Kathmandu Metropolitan City,24,5,semi-furnished,True,10,,False,1,False,39
home,29131463,4466.99,Bagmati,Bhaktapur,Bhaktapur Municipality,21,1,unfurnished,True,16,,False,3,False,1
office,138752,4165.08,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,14,0,unfurnished,False,0,,False,4,False,7
land,24650207,2579.18,Bagmati,Kathmandu,Kathmandu Metropolitan City,1,0,,False,20,,False,0,False,0
room,44933,866.49,Bagmati,Chitwan,Bharatpur Metropolitan City,16,1,fully-furnished,True,13,studio,True,2,False,22
office,99851,3631.93,Koshi,Morang,Biratnagar Metropolitan City,1,0,unfurnished,False,0,,False,7,False,36
office,20696,3231.95,Gandaki,Kaski,Pokhara Metropolitan City,24,0,semi-furnished,False,16,,False,1,False,35
land,11488482,2720.53,Gandaki,Kaski,Pokhara Metropolitan City,17,0,,False,16,,False,0,False,0
land,31551656,4349.68,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,11,0,,False,13,,False,0,False,0
land,6205460,718.85,Koshi,Morang,Biratnagar Metropolitan City,13,0,,False,13,,False,0,False,0
land,25038769,4636.89,Bagmati,Kathmandu,Kathmandu Metropolitan City,21,0,,False,13,,False,0,False,0
home,17076215,3076.14,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,1,4,semi-furnished,True,16,,False,2,False,32
room,30575,499.97,Bagmati,Bhaktapur,Bhaktapur Municipality,1,1,fully-furnished,True,0,shared,True,5,False,11
room,15672,908.53,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,1,semi-furnished,True,13,studio,True,1,False,25
office,67375,363.26,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,0,fully-furnished,True,30,,False,2,False,5
land,22427566,3919.23,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,23,0,,False,0,,False,0,False,0
land,45409466,2818.24,Bagmati,Bhaktapur,Bhaktapur Municipality,1,0,,False,0,,False,0,False,0
room,46042,398.1,Bagmati,Chitwan,Bharatpur Metropolitan City,5,1,fully-furnished,True,16,studio,True,4,False,17
office,129755,2701.36,Bagmati,Chitwan,Bharatpur Metropolitan City,15,0,unfurnished,True,0,,False,3,False,11
land,27626775,4908.67,Gandaki,Kaski,Pokhara Metropolitan City,25,0,,False,16,,False,0,False,0
office,39491,2363.01,Gandaki,Kaski,Pokhara Metropolitan City,3,0,semi-furnished,True,10,,False,8,True,39
land,38916815,3474.28,Bagmati,Chitwan,Bharatpur Metropolitan City,9,0,,False,30,,False,0,False,0
home,24271289,2435.36,Bagmati,Lalitpur,Lalitpur Metropolitan City,28,2,semi-furnished,False,10,,False,4,False,22
land,24147163,4574.85,Gandaki,Kaski,Pokhara Metropolitan City,20,0,,False,25,,False,0,False,0
room,15690,596.73,Bagmati,Chitwan,Bharatpur Metropolitan City,27,1,fully-furnished,False,0,shared,False,2,False,25
office,122374,4423.82,Bagmati,Lalitpur,Lalitpur Metropolitan City,31,0,fully-furnished,True,25,,False,1,True,12
room,21775,829.4,Bagmati,Kathmandu,Kathmandu Metropolitan City,10,1,fully-furnished,True,0,2bhk,False,1,False,24
room,18063,649.52,Bagmati,Bhaktapur,Bhaktapur Municipality,2,2,fully-furnished,False,0,single,False,2,False,24
office,59742,2315.08,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,25,0,semi-furnished,True,30,,False,8,True,24
home,38973156,2120.81,Bagmati,Kathmandu,Kathmandu Metropolitan City,30,5,semi-furnished,False,10,,False,4,False,32
room,39819,973.88,Bagmati,Kathmandu,Kathmandu Metropolitan City,14,1,unfurnished,True,20,1bhk,True,2,False,6
office,124483,738.83,Bagmati,Kathmandu,Kathmandu Metropolitan City,2,0,unfurnished,True,13,,False,8,False,3
room,33963,571.27,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,7,1,fully-furnished,True,20,1bhk,False,2,False,12
home,41536948,4493.31,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,5,5,semi-furnished,True,0,,False,4,False,25
land,6150742,2791.28,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,11,0,,False,13,,False,0,False,0
room,25449,589.87,Bagmati,Bhaktapur,Bhaktapur Municipality,11,2,semi-furnished,True,16,1bhk,True,4,False,19
home,46013337,1223.62,Bagmati,Bhaktapur,Bhaktapur Municipality,19,5,semi-furnished,False,0,,False,2,False,7
land,3294244,1836.94,Bagmati,Kathmandu,Kathmandu Metropolitan City,14,0,,False,20,,False,0,False,0
room,42780,331.67,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,2,unfurnished,True,13,1bhk,True,2,False,8
room,38006,926.14,Koshi,Jhapa,Birtamode Municipality,25,1,semi-furnished,True,10,single,True,1,False,21
land,30851655,3723.9,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,0,,False,13,,False,0,False,0
room,27902,671.87,Bagmati,Kathmandu,Kathmandu Metropolitan City,31,1,unfurnished,True,20,studio,True,2,False,14
home,21187376,3765.36,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,22,4,fully-furnished,True,16,,False,4,False,1
land,24477059,4082.03,Bagmati,Chitwan,Bharatpur Metropolitan City,22,0,,False,16,,False,0,False,0
land,32501652,3416.48,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,16,0,,False,10,,False,0,False,0
room,15827,975.77,Bagmati,Lalitpur,Lalitpur Metropolitan City,11,2,unfurnished,False,16,double,False,4,False,19
room,15288,276.75,Bagmati,Chitwan,Bharatpur Metropolitan City,16,2,unfurnished,True,16,double,True,3,False,20
office,89189,933.85,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,28,0,semi-furnished,True,16,,False,5,False,16
land,22750306,2601.54,Bagmati,Kathmandu,Kathmandu Metropolitan City,22,0,,False,16,,False,0,False,0
home,37600074,3319.57,Koshi,Jhapa,Birtamode Municipality,8,5,unfurnished,False,30,,False,4,False,21
room,27706,697.59,Bagmati,Bhaktapur,Bhaktapur Municipality,22,1,semi-furnished,False,20,studio,False,4,False,5
land,31187301,1396.67,Bagmati,Bhaktapur,Bhaktapur Municipality,30,0,,False,16,,False,0,False,0
land,9636606,3564.69,Bagmati,Chitwan,Bharatpur Metropolitan City,28,0,,False,13,,False,0,False,0
land,32413346,2922.09,Bagmati,Chitwan,Bharatpur Metropolitan City,15,0,,False,25,,False,0,False,0
office,100759,4948.4,Gandaki,Kaski,Pokhara Metropolitan City,14,0,fully-furnished,True,30,,False,7,True,9
room,35608,684.27,Koshi,Morang,Biratnagar Metropolitan City,28,1,unfurnished,False,16,single,True,2,False,11
room,44348,341.82,Koshi,Jhapa,Birtamode Municipality,32,0,unfurnished,False,10,studio,True,3,False,26
office,102168,2560.89,Bagmati,Bhaktapur,Bhaktapur Municipality,10,0,semi-furnished,True,25,,False,7,True,3
home,24150761,2532.88,Bagmati,Lalitpur,Lalitpur Metropolitan City,28,4,unfurnished,True,20,,False,4,False,4
land,43083573,727.33,Bagmati,Chitwan,Bharatpur Metropolitan City,6,0,,False,0,,False,0,False,0
office,97709,4222.3,Koshi,Jhapa,Birtamode Municipality,23,0,semi-furnished,False,13,,False,5,True,2
land,21036574,4505.87,Bagmati,Kathmandu,Kathmandu Metropolitan City,31,0,,False,30,,False,0,False,0
home,48675526,3854.15,Koshi,Jhapa,Birtamode Municipality,32,2,fully-furnished,False,10,,False,2,False,21
office,121414,565.54,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,13,0,fully-furnished,True,0,,False,7,False,23
land,6967337,3922.78,Koshi,Jhapa,Birtamode Municipality,3,0,,False,25,,False,0,False,0
office,126661,4363.29,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,0,semi-furnished,True,10,,False,5,True,40
room,34682,955.43,Bagmati,Bhaktapur,Bhaktapur Municipality,3,1,fully-furnished,True,16,studio,False,2,False,9
office,76499,958.7,Bagmati,Chitwan,Bharatpur Metropolitan City,22,0,unfurnished,False,0,,False,6,True,18
office,73903,673.8,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,17,0,fully-furnished,True,20,,False,6,False,12
office,103796,1988.01,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,22,0,unfurnished,False,13,,False,3,True,16
room,42695,247.29,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,1,fully-furnished,True,0,studio,False,2,False,0
home,23740198,2723.54,Gandaki,Kaski,Pokhara Metropolitan City,32,3,unfurnished,False,10,,False,2,False,9
room,40695,572.77,Bagmati,Chitwan,Bharatpur Metropolitan City,30,1,unfurnished,True,13,studio,False,2,False,8
room,41419,235.31,Koshi,Jhapa,Birtamode Municipality,31,1,unfurnished,False,0,1bhk,True,4,False,14
land,32681750,3264.68,Bagmati,Lalitpur,Lalitpur Metropolitan City,3,0,,False,20,,False,0,False,0
room,18816,652.25,Bagmati,Chitwan,Bharatpur Metropolitan City,12,1,fully-furnished,False,13,double,True,2,False,16
office,145882,2677.83,Bagmati,Bhaktapur,Bhaktapur Municipality,23,0,unfurnished,False,30,,False,1,True,18
land,27409343,2172.27,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,1,0,,False,16,,False,0,False,0
room,30986,305.74,Bagmati,Lalitpur,Lalitpur Metropolitan City,17,2,semi-furnished,True,10,double,False,2,False,29
room,38631,745.05,Bagmati,Chitwan,Bharatpur Metropolitan City,4,0,unfurnished,True,16,2bhk,True,1,False,30
room,37478,314.78,Gandaki,Kaski,Pokhara Metropolitan City,19,1,semi-furnished,True,16,double,True,2,False,16
land,15246572,4114.84,Bagmati,Bhaktapur,Bhaktapur Municipality,7,0,,False,16,,False,0,False,0
home,39283609,4882.92,Bagmati,Chitwan,Bharatpur Metropolitan City,7,1,semi-furnished,False,13,,False,4,False,35
home,35583499,3469.72,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,30,1,semi-furnished,True,13,,False,1,False,28
room,16529,674.61,Bagmati,Kathmandu,Kathmandu Metropolitan City,2,2,unfurnished,True,10,studio,False,2,False,29
home,35400583,2595.13,Bagmati,Chitwan,Bharatpur Metropolitan City,9,2,fully-furnished,False,20,,False,1,False,16
land,46002611,2907.72,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,0,,False,10,,False,0,False,0
office,41375,3418.73,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,32,0,unfurnished,True,20,,False,7,True,24
room,15053,349.4,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,1,unfurnished,False,16,2bhk,True,5,False,5
home,28615771,1222.56,Koshi,Jhapa,Birtamode Municipality,2,1,semi-furnished,False,10,,False,4,False,18
office,63449,1997.25,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,7,0,unfurnished,True,10,,False,4,True,28
land,36225854,3456.93,Gandaki,Kaski,Pokhara Metropolitan City,14,0,,False,13,,False,0,False,0
land,34191619,3922.59,Koshi,Jhapa,Birtamode Municipality,28,0,,False,16,,False,0,False,0
land,4368625,1184.01,Koshi,Morang,Biratnagar Metropolitan City,10,0,,False,30,,False,0,False,0
land,31464266,2844.46,Bagmati,Kathmandu,Kathmandu Metropolitan City,11,0,,False,13,,False,0,False,0
office,66010,3911.71,Koshi,Morang,Biratnagar Metropolitan City,4,0,fully-furnished,True,13,,False,4,True,26
land,17479795,2122.89,Gandaki,Kaski,Pokhara Metropolitan City,1,0,,False,16,,False,0,False,0
home,36384404,3866.78,Koshi,Jhapa,Birtamode Municipality,11,5,unfurnished,True,25,,False,4,False,18
home,39602435,2459.93,Koshi,Jhapa,Birtamode Municipality,12,5,semi-furnished,False,10,,False,1,False,4
home,18851665,3990.54,Koshi,Morang,Biratnagar Metropolitan City,17,5,semi-furnished,True,30,,False,1,False,28
office,60695,3744.64,Koshi,Morang,Biratnagar Metropolitan City,13,0,unfurnished,False,13,,False,5,True,37
room,45662,972.17,Koshi,Jhapa,Birtamode Municipality,21,2,fully-furnished,False,10,1bhk,False,1,False,30
office,29759,4723.89,Bagmati,Bhaktapur,Bhaktapur Municipality,29,0,semi-furnished,False,30,,False,4,False,33
land,48225085,952.81,Koshi,Morang,Biratnagar Metropolitan City,29,0,,False,0,,False,0,False,0
home,12958231,1172.43,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,23,1,fully-furnished,True,25,,False,4,False,28
land,10074222,2227.05,Bagmati,Bhaktapur,Bhaktapur Municipality,31,0,,False,13,,False,0,False,0
room,13057,486.67,Bagmati,Chitwan,Bharatpur Metropolitan City,27,2,semi-furnished,False,16,single,True,3,False,1
home,10447658,4978.19,Bagmati,Chitwan,Bharatpur Metropolitan City,18,1,fully-furnished,False,25,,False,3,False,21
office,74952,2468.76,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,20,0,unfurnished,False,13,,False,8,True,8
office,27688,692.87,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,20,0,semi-furnished,True,16,,False,6,True,9
home,24928935,3370.22,Gandaki,Kaski,Pokhara Metropolitan City,4,4,unfurnished,True,0,,False,3,False,31
office,144619,4237.17,Bagmati,Kathmandu,Kathmandu Metropolitan City,7,0,semi-furnished,True,30,,False,8,True,0
home,45024463,1492.64,Koshi,Morang,Biratnagar Metropolitan City,19,1,semi-furnished,True,25,,False,4,False,9
land,6769324,1179.16,Gandaki,Kaski,Pokhara Metropolitan City,25,0,,False,16,,False,0,False,0
land,29662862,2411.74,Bagmati,Lalitpur,Lalitpur Metropolitan City,28,0,,False,20,,False,0,False,0
home,35845913,4358.93,Bagmati,Kathmandu,Kathmandu Metropolitan City,28,1,semi-furnished,True,13,,False,1,False,7
office,108438,3161.27,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,fully-furnished,True,20,,False,5,False,28
office,55539,2882.67,Bagmati,Kathmandu,Kathmandu Metropolitan City,4,0,unfurnished,False,30,,False,2,True,9
home,37889247,2955.09,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,2,5,unfurnished,False,25,,False,4,False,28
home,35552606,4066.27,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,3,unfurnished,False,20,,False,4,False,34
home,38703509,4943.35,Koshi,Jhapa,Birtamode Municipality,29,2,unfurnished,True,0,,False,1,False,36
land,25343879,1806.58,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,21,0,,False,20,,False,0,False,0
land,16045909,4193.37,Koshi,Morang,Biratnagar Metropolitan City,8,0,,False,30,,False,0,False,0
office,115266,4332.11,Gandaki,Kaski,Pokhara Metropolitan City,29,0,unfurnished,True,0,,False,6,False,28
land,13695853,776.38,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,18,0,,False,20,,False,0,False,0
room,47919,377.73,Bagmati,Bhaktapur,Bhaktapur Municipality,26,0,unfurnished,True,16,single,False,3,False,1
home,30078595,3574.78,Bagmati,Chitwan,Bharatpur Metropolitan City,14,5,semi-furnished,True,16,,False,1,False,14
land,8003695,1156.69,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,0,,False,25,,False,0,False,0
office,138319,423.77,Gandaki,Kaski,Pokhara Metropolitan City,2,0,semi-furnished,True,13,,False,7,False,18
land,39663653,3634.12,Bagmati,Chitwan,Bharatpur Metropolitan City,23,0,,False,0,,False,0,False,0
land,13449775,3349.78,Koshi,Morang,Biratnagar Metropolitan City,15,0,,False,16,,False,0,False,0
land,49015453,3375.67,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,0,,False,10,,False,0,False,0
land,31585157,3381.61,Koshi,Jhapa,Birtamode Municipality,2,0,,False,25,,False,0,False,0
office,129129,4494.93,Bagmati,Kathmandu,Kathmandu Metropolitan City,5,0,semi-furnished,False,30,,False,2,False,40
office,119515,783.28,Koshi,Jhapa,Birtamode Municipality,7,0,semi-furnished,True,30,,False,5,True,0
office,23905,2918.46,Koshi,Jhapa,Birtamode Municipality,4,0,semi-furnished,False,20,,False,3,False,0
office,97254,3644.94,Bagmati,Chitwan,Bharatpur Metropolitan City,32,0,unfurnished,False,25,,False,8,True,18
land,8604452,952.5,Bagmati,Kathmandu,Kathmandu Metropolitan City,15,0,,False,13,,False,0,False,0
office,97264,2402.42,Bagmati,Lalitpur,Lalitpur Metropolitan City,6,0,unfurnished,False,10,,False,3,False,39
office,145789,1540.65,Bagmati,Chitwan,Bharatpur Metropolitan City,27,0,fully-furnished,False,20,,False,6,True,11
land,12145967,1055.83,Koshi,Morang,Biratnagar Metropolitan City,3,0,,False,30,,False,0,False,0
home,46792946,1901.9,Koshi,Jhapa,Birtamode Municipality,14,2,fully-furnished,False,30,,False,4,False,30
room,18841,865.3,Bagmati,Kathmandu,Kathmandu Metropolitan City,20,2,unfurnished,True,10,1bhk,False,3,False,8
room,19916,584.39,Gandaki,Kaski,Pokhara Metropolitan City,17,0,fully-furnished,True,0,single,False,3,False,15
room,32291,704.98,Koshi,Jhapa,Birtamode Municipality,7,0,fully-furnished,False,13,double,True,2,False,15
land,19254658,3322.11,Koshi,Morang,Biratnagar Metropolitan City,14,0,,False,0,,False,0,False,0
room,17807,834.23,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,1,fully-furnished,False,10,shared,True,1,False,23
room,36341,812.44,Gandaki,Kaski,Pokhara Metropolitan City,31,1,semi-furnished,True,20,single,False,2,False,28
room,24975,111.08,Gandaki,Kaski,Pokhara Metropolitan City,2,1,semi-furnished,True,13,1bhk,True,5,False,28
land,39309514,4389.05,Bagmati,Chitwan,Bharatpur Metropolitan City,31,0,,False,10,,False,0,False,0
office,65521,2016.98,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,0,unfurnished,False,25,,False,3,True,28
office,67343,3261.17,Bagmati,Kathmandu,Kathmandu Metropolitan City,11,0,unfurnished,False,25,,False,4,False,1
land,11924062,2213.86,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,24,0,,False,30,,False,0,False,0
office,142824,3851.94,Bagmati,Bhaktapur,Bhaktapur Municipality,10,0,unfurnished,True,16,,False,8,False,1
land,12105253,1551.26,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,0,,False,25,,False,0,False,0
land,9405769,4292.84,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,14,0,,False,30,,False,0,False,0
