propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears,popularityScore
home,43487238,2012.9,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,8,2,semi-furnished,True,10,,False,4,False,6,75.89
home,33595338,4457.34,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,1,2,unfurnished,True,30,,False,3,False,33,55.06
land,48866776,3104.85,Gandaki,Kaski,Pokhara Metropolitan City,27,0,,False,20,,False,0,False,0,59.36
office,41218,2289.91,Gandaki,Kaski,Pokhara Metropolitan City,8,0,fully-furnished,False,16,,False,6,False,2,41.22
office,142425,2045.55,Koshi,Jhapa,Birtamode Municipality,31,0,semi-furnished,False,16,,False,4,False,18,20.92
land,45869413,4756.8,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,0,,False,25,,False,0,False,0,65.72
office,21564,1962.82,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,0,semi-furnished,True,10,,False,6,True,1,50.79
room,17912,575.74,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,21,1,semi-furnished,False,20,shared,False,4,False,20,47.55
land,10659900,1357.54,Bagmati,Bhaktapur,Bhaktapur Municipality,2,0,,False,0,,False,0,False,0,32.01
land,34334141,954.85,Bagmati,Chitwan,Bharatpur Metropolitan City,24,0,,False,25,,False,0,False,0,61.13
home,5924578,2505.48,Bagmati,Chitwan,Bharatpur Metropolitan City,8,5,unfurnished,True,16,,False,1,False,5,81.22
room,13854,972.29,Koshi,Morang,Biratnagar Metropolitan City,25,1,unfurnished,False,0,2bhk,False,4,False,21,30.03
land,23930538,878.15,Koshi,Morang,Biratnagar Metropolitan City,3,0,,False,13,,False,0,False,0,51.1
room,44289,954.07,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,3,1,fully-furnished,False,0,studio,True,4,False,9,42.4
home,28372956,2635.8,Bagmati,Chitwan,Bharatpur Metropolitan City,22,5,fully-furnished,True,30,,False,4,False,13,68.01
home,14402265,2030.1,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,2,semi-furnished,False,13,,False,1,False,31,59.24
home,24917034,2267.81,Bagmati,Kathmandu,Kathmandu Metropolitan City,16,2,semi-furnished,False,25,,False,4,False,25,62.02
land,20438231,3837.41,Gandaki,Kaski,Pokhara Metropolitan City,3,0,,False,13,,False,0,False,0,55.29
land,39919078,3716.35,Gandaki,Kaski,Pokhara Metropolitan City,18,0,,False,30,,False,0,False,0,47.66
office,130384,3270.24,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,32,0,semi-furnished,True,13,,False,1,False,7,33.71
land,36407892,1606.25,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,,False,30,,False,0,False,0,73.06
land,38789434,4869.42,Bagmati,Kathmandu,Kathmandu Metropolitan City,26,0,,False,20,,False,0,False,0,54.09
home,47057577,1765.26,Bagmati,Lalitpur,Lalitpur Metropolitan City,2,5,semi-furnished,False,20,,False,1,False,11,86.21
land,28569966,934.99,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,24,0,,False,13,,False,0,False,0,45.35
room,18057,446.55,Koshi,Morang,Biratnagar Metropolitan City,27,1,semi-furnished,True,0,double,False,2,False,13,16.95
home,38593260,2490.23,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,4,semi-furnished,True,30,,False,2,False,37,80.66
office,67691,2594.93,Koshi,Morang,Biratnagar Metropolitan City,20,0,fully-furnished,True,25,,False,8,True,29,45.84
home,38288406,3985.47,Gandaki,Kaski,Pokhara Metropolitan City,6,1,semi-furnished,True,13,,False,2,False,24,63.4
room,35354,503.02,Bagmati,Lalitpur,Lalitpur Metropolitan City,17,1,fully-furnished,False,13,single,False,2,False,13,50.27
room,40782,713.97,Bagmati,Chitwan,Bharatpur Metropolitan City,23,1,unfurnished,False,20,shared,False,3,False,2,33.81
home,22065146,3142.36,Bagmati,Lalitpur,Lalitpur Metropolitan City,30,5,unfurnished,False,30,,False,4,False,8,76.4
home,44878059,2665.82,Bagmati,Kathmandu,Kathmandu Metropolitan City,13,4,semi-furnished,True,13,,False,2,False,30,85.54
land,48357104,1909.67,Koshi,Jhapa,Birtamode Municipality,32,0,,False,0,,False,0,False,0,44.45
office,137118,4270.83,Bagmati,Chitwan,Bharatpur Metropolitan City,17,0,semi-furnished,True,30,,False,3,False,7,57.64
room,29335,354.17,Gandaki,Kaski,Pokhara Metropolitan City,13,1,semi-furnished,False,0,1bhk,True,2,False,26,41.55
home,22168538,1672.85,Koshi,Jhapa,Birtamode Municipality,6,1,unfurnished,False,13,,False,1,False,0,55.98
room,49184,883.66,Koshi,Morang,Biratnagar Metropolitan City,9,1,fully-furnished,False,13,single,False,4,False,28,44.74
land,38271858,3483.09,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,18,0,,False,10,,False,0,False,0,33.26
office,39830,2512.82,Bagmati,Kathmandu,Kathmandu Metropolitan City,11,0,semi-furnished,True,10,,False,5,True,11,55.31
office,52536,3746.52,Gandaki,Kaski,Pokhara Metropolitan City,7,0,fully-furnished,False,16,,False,3,False,15,61.51
home,35008184,1326.57,Gandaki,Kaski,Pokhara Metropolitan City,27,4,semi-furnished,False,16,,False,3,False,32,56.26
land,39066207,3977.96,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,19,0,,False,16,,False,0,False,0,58.01
room,26974,978.07,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,10,1,unfurnished,True,0,double,False,4,False,11,34.55
home,22490873,2517.25,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,26,5,fully-furnished,False,10,,False,4,False,27,55.92
home,10076269,933.34,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,12,4,fully-furnished,True,30,,False,1,False,30,82.31
land,5766952,1746.3,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,0,,False,10,,False,0,False,0,44.73
home,48901621,1638.76,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,13,3,unfurnished,True,20,,False,1,False,6,68.4
office,21485,2840.59,Koshi,Jhapa,Birtamode Municipality,18,0,fully-furnished,True,16,,False,3,True,7,51.9
room,31174,164.77,Gandaki,Kaski,Pokhara Metropolitan City,13,1,unfurnished,True,20,studio,True,3,False,15,36.85
room,45997,874.23,Gandaki,Kaski,Pokhara Metropolitan City,6,0,fully-furnished,False,16,single,False,2,False,7,59.07
room,10482,360.73,Koshi,Jhapa,Birtamode Municipality,4,1,semi-furnished,True,10,shared,False,5,False,20,32.41
home,41927479,1240.01,Bagmati,Bhaktapur,Bhaktapur Municipality,22,2,semi-furnished,True,30,,False,2,False,21,53.68
office,89385,605.78,Bagmati,Kathmandu,Kathmandu Metropolitan City,9,0,semi-furnished,True,0,,False,6,False,39,25.4
land,44280574,1284.58,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,26,0,,False,20,,False,0,False,0,63.23
land,15343701,3463.04,Bagmati,Lalitpur,Lalitpur Metropolitan City,31,0,,False,30,,False,0,False,0,60.31
office,26503,4684.06,Koshi,Jhapa,Birtamode Municipality,27,0,unfurnished,True,16,,False,2,False,35,26.13
land,18168980,880.48,Bagmati,Bhaktapur,Bhaktapur Municipality,19,0,,False,16,,False,0,False,0,41.2
land,21828968,1055.86,Gandaki,Kaski,Pokhara Metropolitan City,30,0,,False,30,,False,0,False,0,53.65
land,43451336,3362.22,Gandaki,Kaski,Pokhara Metropolitan City,13,0,,False,10,,False,0,False,0,32.74
land,47624858,4335.73,Bagmati,Kathmandu,Kathmandu Metropolitan City,22,0,,False,16,,False,0,False,0,54.61
office,102901,2567.17,Bagmati,Bhaktapur,Bhaktapur Municipality,3,0,fully-furnished,False,16,,False,5,False,28,42.08
home,35993974,1770.35,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,2,unfurnished,True,13,,False,2,False,9,46.87
home,16720820,3214.57,Gandaki,Kaski,Pokhara Metropolitan City,9,3,semi-furnished,True,0,,False,3,False,37,51.1
room,32105,793.77,Gandaki,Kaski,Pokhara Metropolitan City,32,1,fully-furnished,True,20,1bhk,False,3,False,11,62.97
office,126691,569.92,Bagmati,Chitwan,Bharatpur Metropolitan City,4,0,unfurnished,True,25,,False,5,False,13,65.16
office,65925,2546.79,Koshi,Jhapa,Birtamode Municipality,16,0,semi-furnished,False,25,,False,1,False,21,29.64
home,5913416,2315.65,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,32,4,unfurnished,False,0,,False,1,False,12,54.51
office,135187,746.45,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,0,fully-furnished,True,30,,False,6,True,18,73.9
home,30149689,1261.96,Gandaki,Kaski,Pokhara Metropolitan City,16,4,unfurnished,False,13,,False,1,False,7,56.92
land,9082419,2444.53,Bagmati,Kathmandu,Kathmandu Metropolitan City,20,0,,False,20,,False,0,False,0,60.12
home,34177513,1579.49,Gandaki,Kaski,Pokhara Metropolitan City,21,2,fully-furnished,False,0,,False,2,False,4,61.02
room,34123,784.48,Koshi,Jhapa,Birtamode Municipality,9,1,fully-furnished,True,16,single,False,1,False,28,44.56
home,9281988,1242.7,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,13,4,fully-furnished,False,0,,False,3,False,20,67.58
room,15217,401.0,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,3,1,fully-furnished,True,20,2bhk,True,1,False,26,52.53
office,50507,4050.25,Koshi,Morang,Biratnagar Metropolitan City,29,0,unfurnished,False,10,,False,7,True,23,34.77
land,19014267,4139.03,Koshi,Morang,Biratnagar Metropolitan City,31,0,,False,13,,False,0,False,0,42.21
room,9843,315.83,Bagmati,Bhaktapur,Bhaktapur Municipality,8,1,unfurnished,True,20,studio,False,1,False,1,30.37
office,22844,3789.71,Koshi,Jhapa,Birtamode Municipality,21,0,fully-furnished,False,20,,False,3,True,23,44.64
office,107070,1651.48,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,semi-furnished,True,13,,False,8,True,31,52.53
home,38285331,1339.72,Koshi,Morang,Biratnagar Metropolitan City,10,5,unfurnished,False,25,,False,3,False,10,55.28
land,38073718,2965.77,Koshi,Jhapa,Birtamode Municipality,21,0,,False,20,,False,0,False,0,40.42
land,40167445,4207.39,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,0,,False,30,,False,0,False,0,54.08
land,24290182,4874.46,Gandaki,Kaski,Pokhara Metropolitan City,31,0,,False,30,,False,0,False,0,51.08
land,20655964,1809.65,Bagmati,Lalitpur,Lalitpur Metropolitan City,5,0,,False,0,,False,0,False,0,39.66
room,28011,994.6,Bagmati,Bhaktapur,Bhaktapur Municipality,20,2,semi-furnished,True,0,2bhk,True,4,False,2,47.35
room,8035,616.03,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,2,semi-furnished,False,13,shared,True,5,False,11,32.51
land,11203790,1792.92,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,13,0,,False,25,,False,0,False,0,47.86
office,31709,4449.78,Bagmati,Lalitpur,Lalitpur Metropolitan City,26,0,semi-furnished,True,16,,False,2,True,2,64.25
land,38719216,2643.32,Bagmati,Lalitpur,Lalitpur Metropolitan City,9,0,,False,10,,False,0,False,0,40.49
land,19400778,1398.03,Bagmati,Lalitpur,Lalitpur Metropolitan City,30,0,,False,13,,False,0,False,0,40.24
office,75298,4788.59,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,0,semi-furnished,True,0,,False,2,True,20,32.58
home,34372696,3835.75,Bagmati,Chitwan,Bharatpur Metropolitan City,26,5,fully-furnished,False,0,,False,1,False,26,61.65
home,16578152,4001.67,Bagmati,Chitwan,Bharatpur Metropolitan City,18,3,unfurnished,True,30,,False,1,False,16,61.46
room,36606,692.99,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,19,1,semi-furnished,True,10,double,True,4,False,28,38.07
home,33368877,4145.7,Bagmati,Chitwan,Bharatpur Metropolitan City,5,5,semi-furnished,False,0,,False,2,False,33,49.71
land,18976336,3337.54,Koshi,Morang,Biratnagar Metropolitan City,22,0,,False,13,,False,0,False,0,31.61
office,130821,990.25,Koshi,Jhapa,Birtamode Municipality,21,0,semi-furnished,False,16,,False,5,False,12,47.27
land,21141978,3933.87,Gandaki,Kaski,Pokhara Metropolitan City,28,0,,False,20,,False,0,False,0,58.14
land,24714983,845.05,Koshi,Morang,Biratnagar Metropolitan City,28,0,,False,25,,False,0,False,0,51.68
land,17307258,3671.43,Bagmati,Chitwan,Bharatpur Metropolitan City,7,0,,False,16,,False,0,False,0,57.61
home,21247024,3491.22,Bagmati,Lalitpur,Lalitpur Metropolitan City,19,1,unfurnished,True,16,,False,1,False,40,40.84
office,69249,2428.48,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,21,0,fully-furnished,True,20,,False,4,True,17,67.85
room,40011,674.85,Bagmati,Lalitpur,Lalitpur Metropolitan City,18,1,semi-furnished,True,10,shared,True,3,False,20,50.11
home,37065657,3988.04,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,28,1,fully-furnished,False,20,,False,3,False,9,63.62
home,37459702,3596.2,Koshi,Morang,Biratnagar Metropolitan City,5,3,fully-furnished,False,0,,False,2,False,30,50.73
land,44700013,2928.86,Bagmati,Kathmandu,Kathmandu Metropolitan City,8,0,,False,16,,False,0,False,0,56.06
office,116698,3328.04,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,18,0,unfurnished,False,10,,False,1,False,22,39.67
room,18037,929.53,Bagmati,Kathmandu,Kathmandu Metropolitan City,31,0,unfurnished,False,16,2bhk,True,4,False,12,37.64
land,43691021,4769.2,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,0,,False,20,,False,0,False,0,40.38
room,49644,483.42,Bagmati,Bhaktapur,Bhaktapur Municipality,5,0,fully-furnished,False,13,single,False,2,False,23,51.39
land,16514670,2393.14,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,4,0,,False,0,,False,0,False,0,36.92
home,44095473,2733.47,Bagmati,Lalitpur,Lalitpur Metropolitan City,8,3,unfurnished,True,20,,False,2,False,10,76.08
home,31184166,1578.58,Gandaki,Kaski,Pokhara Metropolitan City,6,4,semi-furnished,True,13,,False,1,False,13,83.43
room,19459,210.96,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,2,unfurnished,True,13,single,True,3,False,25,23.41
office,46417,1186.56,Bagmati,Bhaktapur,Bhaktapur Municipality,32,0,semi-furnished,False,10,,False,8,False,11,47.08
room,24556,110.68,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,1,fully-furnished,False,20,double,False,3,False,3,31.61
office,100798,3202.78,Koshi,Morang,Biratnagar Metropolitan City,5,0,semi-furnished,True,13,,False,1,False,36,44.35
room,8143,957.09,Bagmati,Bhaktapur,Bhaktapur Municipality,15,1,semi-furnished,False,16,1bhk,True,4,False,9,51.32
office,65643,2463.56,Bagmati,Bhaktapur,Bhaktapur Municipality,14,0,semi-furnished,True,10,,False,2,False,4,55.54
home,11957092,1805.28,Bagmati,Bhaktapur,Bhaktapur Municipality,6,1,unfurnished,True,10,,False,2,False,3,53.65
land,28028632,2111.14,Bagmati,Lalitpur,Lalitpur Metropolitan City,31,0,,False,30,,False,0,False,0,49.18
home,43706526,2501.02,Bagmati,Kathmandu,Kathmandu Metropolitan City,17,3,unfurnished,False,25,,False,1,False,10,73.51
home,16417049,1561.71,Gandaki,Kaski,Pokhara Metropolitan City,9,1,unfurnished,False,30,,False,2,False,33,41.37
office,119207,4723.31,Koshi,Morang,Biratnagar Metropolitan City,4,0,unfurnished,False,10,,False,2,True,30,30.02
room,21441,962.91,Bagmati,Kathmandu,Kathmandu Metropolitan City,29,2,unfurnished,True,0,double,True,4,False,26,48.98
home,8629567,2378.29,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,9,5,fully-furnished,True,16,,False,1,False,23,66.08
home,41470740,4686.71,Bagmati,Lalitpur,Lalitpur Metropolitan City,5,3,semi-furnished,True,20,,False,1,False,12,85.54
room,23159,899.11,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,fully-furnished,True,10,studio,True,3,False,18,57.91
office,68004,1739.14,Bagmati,Chitwan,Bharatpur Metropolitan City,11,0,semi-furnished,False,0,,False,8,False,0,33.67
room,29096,926.4,Bagmati,Kathmandu,Kathmandu Metropolitan City,15,1,fully-furnished,False,20,2bhk,True,1,False,24,56.76
land,18592203,3128.0,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,0,,False,20,,False,0,False,0,47.53
land,38899370,3835.39,Koshi,Morang,Biratnagar Metropolitan City,9,0,,False,13,,False,0,False,0,33.2
office,87560,4819.19,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,semi-furnished,False,10,,False,8,True,23,27.5
room,23391,389.01,Koshi,Jhapa,Birtamode Municipality,7,1,unfurnished,True,16,single,False,4,False,13,29.43
land,18631531,1616.61,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,26,0,,False,0,,False,0,False,0,25.27
land,10002968,3696.94,Bagmati,Lalitpur,Lalitpur Metropolitan City,28,0,,False,20,,False,0,False,0,55.42
room,24049,123.01,Koshi,Morang,Biratnagar Metropolitan City,15,2,fully-furnished,True,10,shared,True,2,False,15,31.77
land,17422323,736.21,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,30,0,,False,16,,False,0,False,0,36.33
land,39134916,1119.35,Gandaki,Kaski,Pokhara Metropolitan City,27,0,,False,20,,False,0,False,0,61.45
land,27901996,1933.22,Bagmati,Bhaktapur,Bhaktapur Municipality,1,0,,False,20,,False,0,False,0,62.17
land,9476029,1318.69,Bagmati,Bhaktapur,Bhaktapur Municipality,31,0,,False,16,,False,0,False,0,54.91
room,27567,976.4,Bagmati,Bhaktapur,Bhaktapur Municipality,29,1,semi-furnished,False,20,shared,False,2,False,4,50.39
room,29526,790.99,Koshi,Morang,Biratnagar Metropolitan City,4,1,unfurnished,True,13,2bhk,True,4,False,25,43.98
land,33218872,804.18,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,0,,False,10,,False,0,False,0,54.37
room,47671,593.86,Bagmati,Kathmandu,Kathmandu Metropolitan City,31,0,fully-furnished,False,13,single,True,5,False,19,53.51
room,29406,389.65,Koshi,Jhapa,Birtamode Municipality,18,2,unfurnished,True,16,shared,False,2,False,1,35.38
room,49670,933.89,Koshi,Morang,Biratnagar Metropolitan City,4,1,fully-furnished,False,13,studio,False,3,False,0,57.67
land,46351562,3836.18,Bagmati,Bhaktapur,Bhaktapur Municipality,8,0,,False,16,,False,0,False,0,62.32
home,6613075,4683.97,Koshi,Morang,Biratnagar Metropolitan City,3,1,fully-furnished,False,30,,False,1,False,19,56.97
room,39375,448.84,Bagmati,Kathmandu,Kathmandu Metropolitan City,4,0,unfurnished,True,13,shared,False,3,False,9,62.85
room,8888,978.65,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,1,0,semi-furnished,True,0,shared,False,3,False,27,22.18
room,21831,446.54,Koshi,Morang,Biratnagar Metropolitan City,30,1,unfurnished,False,13,double,False,4,False,0,39.78
home,14029586,2464.52,Bagmati,Chitwan,Bharatpur Metropolitan City,19,3,semi-furnished,False,0,,False,1,False,12,45.39
land,8309645,3290.48,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,31,0,,False,0,,False,0,False,0,37.83
land,10165026,3570.63,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,11,0,,False,30,,False,0,False,0,36.92
room,32436,713.14,Koshi,Jhapa,Birtamode Municipality,12,0,unfurnished,True,13,1bhk,False,5,False,0,35.39
home,6445142,2220.43,Bagmati,Chitwan,Bharatpur Metropolitan City,7,4,fully-furnished,False,13,,False,1,False,40,47.94
room,39732,954.46,Koshi,Jhapa,Birtamode Municipality,31,2,fully-furnished,True,0,2bhk,True,2,False,22,44.09
land,6886324,2428.6,Gandaki,Kaski,Pokhara Metropolitan City,30,0,,False,10,,False,0,False,0,58.36
room,41416,189.68,Koshi,Morang,Biratnagar Metropolitan City,25,1,semi-furnished,False,16,1bhk,False,3,False,11,38.64
home,10636983,3669.37,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,5,fully-furnished,True,20,,False,1,False,5,51.84
office,117764,1577.72,Gandaki,Kaski,Pokhara Metropolitan City,9,0,unfurnished,False,30,,False,8,True,37,64.35
room,25442,745.83,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,1,unfurnished,False,0,single,False,4,False,10,34.5
room,46013,311.16,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,1,unfurnished,False,20,2bhk,False,5,False,0,30.22
home,47855699,2468.65,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,4,semi-furnished,False,30,,False,4,False,13,74.27
land,12933160,1767.4,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,21,0,,False,13,,False,0,False,0,51.39
land,11509180,1227.26,Bagmati,Lalitpur,Lalitpur Metropolitan City,30,0,,False,30,,False,0,False,0,57.55
office,125739,2375.24,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,20,0,semi-furnished,False,16,,False,7,True,39,36.3
land,13984502,4544.75,Bagmati,Lalitpur,Lalitpur Metropolitan City,13,0,,False,16,,False,0,False,0,46.89
home,48529712,3222.84,Bagmati,Chitwan,Bharatpur Metropolitan City,22,5,fully-furnished,True,16,,False,4,False,37,63.31
land,33031193,2507.98,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,0,,False,13,,False,0,False,0,43.96
land,32264244,4336.58,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,0,,False,25,,False,0,False,0,45.88
office,59716,518.12,Gandaki,Kaski,Pokhara Metropolitan City,32,0,semi-furnished,False,16,,False,8,True,17,45.22
room,38675,861.28,Bagmati,Kathmandu,Kathmandu Metropolitan City,29,0,fully-furnished,False,0,2bhk,True,3,False,11,54.62
room,48691,132.2,Bagmati,Chitwan,Bharatpur Metropolitan City,19,1,semi-furnished,False,10,shared,False,2,False,15,28.32
room,30074,421.24,Bagmati,Chitwan,Bharatpur Metropolitan City,18,2,semi-furnished,False,10,double,False,3,False,5,50.29
room,30378,999.72,Bagmati,Kathmandu,Kathmandu Metropolitan City,2,1,fully-furnished,False,10,studio,False,2,False,16,54.79
office,108113,2987.39,Bagmati,Bhaktapur,Bhaktapur Municipality,25,0,unfurnished,False,0,,False,5,True,27,26.8
land,31431952,2461.92,Koshi,Jhapa,Birtamode Municipality,16,0,,False,30,,False,0,False,0,62.92
